gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,0,0,0,0.11267605633802817,1,1,0.7,0.08885298869143782,0,1,0,0,0,0,0,1,1,0,0,0,0,1
0,0,0,0,0.7464788732394366,1,1,0.47000000000000003,0.4031848603738749,0,0,0,1,1,0,0,1,0,0,1,0,0,0
0,0,0,0,0.8732394366197184,1,0,0.72,0.6700900069236095,1,1,0,0,1,0,0,0,1,1,0,1,0,0
1,0,0,0,1.0,1,1,0.03,0.161666282021694,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,1,0.28169014084507044,1,0,0.27,0.11158550657742905,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0.8309859154929577,1,1,0.81,0.6885529656127394,1,1,0,0,1,0,0,1,1,0,0,0,1,0
1,0,1,0,0.6901408450704226,1,1,0.8600000000000001,0.6016616662820217,1,1,0,1,0,1,0,1,1,1,0,0,0,1
0,0,1,1,0.7323943661971831,1,0,0.6699999999999999,0.5305792753288714,1,0,0,1,0,1,1,1,1,0,0,0,1,0
1,0,0,0,0.36619718309859156,1,1,0.76,0.31225478882991003,1,1,0,0,0,0,0,1,1,0,0,0,0,1
0,0,1,1,0.7887323943661972,1,1,0.79,0.6438956842834064,0,1,0,0,1,1,0,1,1,1,0,1,0,0
1,0,1,0,1.0,1,1,0.99,0.9821140087699054,1,1,0,1,1,1,1,1,1,0,1,1,0,0
1,0,0,0,0.1267605633802817,1,0,0.6799999999999999,0.09369951534733442,1,1,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,1,0.1267605633802817,1,1,0.73,0.10916224324948073,0,1,0,0,0,1,1,1,0,0,0,0,1,0
0,0,1,1,0.8028169014084507,1,1,0.5700000000000001,0.49411493191783984,0,0,0,0,1,0,1,1,1,1,0,1,0,0
1,1,0,0,0.2112676056338028,1,1,0.36000000000000004,0.10050773136395108,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0.35211267605633806,1,1,0.33,0.14735748903761828,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,0,0,0.0,1,1,0.56,0.006462035541195477,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0.07042253521126761,1,0,0.38000000000000006,0.04281098546042003,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1,1,1,0,0.5915492957746479,1,1,0.8900000000000001,0.5210016155088852,1,1,0,0,0,1,1,1,1,1,0,0,1,0
1,0,0,0,0.7464788732394366,0,0,0.26,0.27129009923840297,0,0,0,1,0,0,1,0,1,1,0,0,0,0
1,0,0,0,0.676056338028169,1,0,0.8200000000000001,0.5653127163627971,0,1,0,0,0,1,1,1,1,0,1,1,0,0
1,1,0,0,1.0,1,1,0.9000000000000001,0.8949919224555735,1,1,0,0,1,1,1,1,1,0,1,0,0,0
1,0,0,1,0.6619718309859155,0,0,0.27,0.24117239787675976,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0,0,0,0,0.22535211267605634,1,1,0.72,0.18393722594045697,0,1,0,0,1,1,0,0,1,0,0,1,0,0
1,0,1,1,0.15492957746478872,1,0,0.010000000000000009,0.024809600738518352,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0.7887323943661972,1,0,0.76,0.6288945303484883,1,1,0,0,1,0,1,0,1,1,0,0,1,0
0,0,0,0,0.0,1,1,0.32,0.003692591737825987,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,0,0.5774647887323944,1,1,0.020000000000000018,0.10846988229863837,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0.295774647887324,1,1,0.76,0.24071082390953152,1,1,0,0,0,0,0,1,1,0,0,1,0,0
0,0,1,1,0.09859154929577466,1,0,0.010000000000000009,0.012347103623355643,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1,0,0,0,0.4366197183098592,1,0,0.6599999999999999,0.31883221786291255,1,1,0,0,0,0,0,1,0,1,0,0,1,0
1,0,1,1,0.09859154929577466,1,0,0.010000000000000009,0.016385875836602816,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,0,0,0,0.0,1,1,0.37000000000000005,0.004269559196861297,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0.16901408450704225,1,1,0.020000000000000018,0.026886683591045464,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,0.8591549295774649,1,1,0.71,0.6223171013154858,1,1,0,0,0,1,0,1,0,0,1,1,0,0
0,0,0,0,0.5492957746478874,1,1,0.33,0.23932610200784676,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,0.6901408450704226,1,1,0.6400000000000001,0.48015231940918535,1,0,0,1,0,1,1,1,1,1,0,1,0,0
0,0,0,0,0.0,1,1,0.27,0.0031156242787906763,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0.014084507042253521,1,0,0.56,0.015347334410339258,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,1,1,0,0.04225352112676056,1,1,0.56,0.03323332564043388,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,0.09859154929577466,1,1,0.25,0.0377336718209093,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0.19718309859154928,1,1,0.31,0.07627509808446804,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0.056338028169014086,1,1,0.31,0.02284791137779829,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0.14084507042253522,1,0,0.020000000000000018,0.022732517885991232,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0.47887323943661975,1,1,0.77,0.39879990768520657,1,1,0,0,0,0,0,1,1,0,0,0,1,0
0,0,0,0,0.0,1,0,0.43,0.0049619201477036695,1,0,0,1,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0.8028169014084507,1,0,0.020000000000000018,0.13777982921763213,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0.0,1,1,0.56,0.006462035541195477,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0.014084507042253521,1,1,0.020000000000000018,0.002423263327948304,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0.7042253521126761,1,0,0.020000000000000018,0.11562427879067622,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0.056338028169014086,1,1,0.8200000000000001,0.057235171936302794,1,1,0,0,0,1,0,1,1,0,0,0,1,0
0,0,0,1,0.0,1,1,0.75,0.008654511885529657,1,1,0,0,0,0,0,1,1,0,0,0,1,0
0,0,0,0,0.8028169014084507,1,0,0.81,0.657973690283868,0,1,0,1,1,0,0,1,1,1,0,0,0,0
1,0,0,0,0.04225352112676056,1,1,0.020000000000000018,0.005769674590353104,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,1,0,0.6901408450704226,1,0,0.9000000000000001,0.6246249711516271,1,1,0,1,1,1,0,1,1,0,0,0,0,0
0,1,1,0,0.8309859154929577,1,1,0.79,0.6749365335795061,0,1,0,0,1,1,0,1,1,1,0,0,1,0
1,1,0,0,0.18309859154929578,1,1,0.56,0.12439418416801293,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0.23943661971830985,1,0,0.6599999999999999,0.17528271405492732,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0.1267605633802817,0,0,0.18,0.0410800830833141,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0,1,1,0.15492957746478872,1,1,0.03,0.03323332564043388,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0.5915492957746479,1,1,0.8200000000000001,0.48384491114701134,1,1,0,0,0,0,1,1,1,1,0,0,1,0
0,0,0,0,0.5915492957746479,0,1,0.17000000000000004,0.16674359566120472,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1,0,0,0,0.9154929577464789,1,1,0.07,0.1921301638587584,1,0,1,0,0,0,0,0,0,0,1,1,0,0
0,0,1,1,0.943661971830986,1,1,0.74,0.7355181167782137,1,0,0,1,1,1,1,1,1,0,1,1,0,0
1,0,1,1,0.7605633802816901,1,1,0.6699999999999999,0.5287329794599585,1,1,0,1,1,0,0,0,0,0,0,0,1,0
0,0,1,1,0.9154929577464789,1,1,0.010000000000000009,0.15301177013616432,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0.33802816901408456,1,1,0.5800000000000001,0.22778675282714056,0,0,0,1,0,0,1,1,1,0,0,1,0,0
0,1,0,0,0.7887323943661972,1,0,0.75,0.647011308562197,1,1,0,1,0,0,1,0,1,0,1,0,1,0
0,0,0,0,0.3943661971830986,1,0,0.3,0.15058850680821603,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0,0,0.0,1,1,0.7,0.008077544426494346,1,1,0,0,0,1,0,1,0,0,0,0,1,0
1,1,0,0,0.0,1,1,0.51,0.005885068082160166,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,0,0.6056338028169015,1,0,0.7,0.4493422570966998,1,1,0,0,1,0,0,0,1,1,0,0,0,1
0,0,1,0,0.9859154929577465,1,1,0.6100000000000001,0.6399723055619663,0,0,0,0,1,1,1,1,1,0,1,1,0,0
1,1,1,1,0.9859154929577465,1,0,0.51,0.5728132933302561,1,0,0,1,1,0,0,1,0,1,0,0,1,0
1,0,0,0,0.014084507042253521,1,1,0.41,0.01107777521347796,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0,0,0,1.0,1,1,0.9400000000000002,0.9432264020309254,1,1,0,1,1,1,1,1,1,0,1,1,0,0
1,0,1,0,0.3802816901408451,1,1,0.74,0.29817678282944843,0,1,0,1,0,0,0,1,1,0,0,0,0,1
0,0,0,0,0.02816901408450704,1,1,0.32,0.016385875836602816,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,1,1,0.9577464788732395,1,0,0.6200000000000001,0.6374336487422109,0,0,0,1,1,0,1,1,1,0,1,0,0,0
0,0,1,1,0.7183098591549296,1,0,0.010000000000000009,0.11954765751211632,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,0,1,0.0,1,0,0.010000000000000009,0.00011539349180706218,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0.19718309859154928,1,1,0.6500000000000001,0.143087929840757,1,1,0,0,0,1,1,0,0,0,0,0,1,0
0,0,0,0,0.23943661971830985,1,1,0.6400000000000001,0.16235864297253635,1,0,0,0,0,1,1,1,1,1,0,1,0,0
1,0,0,1,0.6619718309859155,1,0,0.010000000000000009,0.105931225478883,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,0,0,1,0.5915492957746479,1,1,0.8800000000000001,0.5208862220170782,0,1,0,1,1,0,1,1,1,1,0,1,0,0
1,0,0,0,0.4084507042253521,1,1,0.37000000000000005,0.17447495961227788,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0.14084507042253522,1,0,0.35000000000000003,0.0730440803138703,0,0,0,0,0,1,1,0,0,1,0,0,0,0
1,0,1,1,0.6619718309859155,1,1,0.8700000000000001,0.574544195707362,1,1,0,1,1,0,0,1,1,0,0,1,0,0
0,1,1,1,0.8873239436619719,1,1,0.06,0.176552042464805,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,1,0.5352112676056339,0,0,0.27,0.20447726748211403,0,0,0,1,0,0,1,1,0,1,0,0,0,0
1,0,0,1,0.02816901408450704,1,1,0.37000000000000005,0.015693514885760443,0,0,0,1,0,0,1,0,0,0,0,0,0,1
0,0,1,1,0.971830985915493,1,0,0.9600000000000002,0.9028386798984537,1,1,0,1,1,1,1,1,1,0,1,1,0,0
1,0,1,1,0.4084507042253521,0,0,0.33,0.1780521578582968,0,0,0,0,0,0,1,1,1,0,0,1,0,0
0,0,0,0,0.15492957746478872,1,1,0.27,0.05769674590353104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0.7042253521126761,1,1,0.6500000000000001,0.4949226863604893,0,0,0,1,1,1,1,1,1,0,1,1,0,0
0,1,1,0,0.4507042253521127,1,1,0.75,0.3504500346180476,0,1,0,1,1,0,1,0,1,1,0,0,1,0
1,0,0,0,0.11267605633802817,1,1,0.41,0.05908146780521579,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,0,1,1,0.47887323943661975,1,0,0.010000000000000009,0.07477498269097624,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,0,0,0,0.11267605633802817,1,0,0.48000000000000004,0.06946688206785138,0,0,0,0,1,0,1,1,0,0,0,0,0,1
1,1,1,0,0.14084507042253522,1,1,0.8600000000000001,0.12866374336487424,1,1,0,0,0,1,1,1,1,0,0,0,0,0
1,0,0,0,0.295774647887324,0,1,0.32,0.12174013385645051,0,0,0,0,0,1,0,1,1,0,0,0,1,0
0,0,0,0,0.0,1,0,0.020000000000000018,0.00023078698361412436,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0.7323943661971831,1,0,0.07,0.14504961920147705,1,0,1,0,0,0,0,0,0,0,1,1,0,0
1,0,0,0,0.09859154929577466,1,1,0.6200000000000001,0.07627509808446804,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,1,1,1.0,1,0,0.99,0.9983844911147011,1,1,0,1,1,1,1,1,1,0,1,1,0,0
1,0,1,0,0.9577464788732395,1,0,0.06,0.18728363720286179,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0.02816901408450704,1,1,0.51,0.01996307408262174,0,0,0,0,0,0,1,1,1,0,0,0,1,0
1,0,1,1,0.07042253521126761,1,0,0.010000000000000009,0.008769905377336719,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,1,1,0.8732394366197184,1,0,0.010000000000000009,0.14504961920147705,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,1,1,0,0.22535211267605634,1,1,0.74,0.1841680129240711,1,1,0,0,0,0,0,1,1,0,0,0,1,0
1,0,1,1,0.5211267605633804,1,0,0.020000000000000018,0.08804523424878838,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,0.8169014084507042,1,0,0.010000000000000009,0.1354719593814909,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0.09859154929577466,0,1,0.07,0.019386106623586433,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,1,0.19718309859154928,1,1,0.07,0.043387952919455346,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0.4084507042253521,1,1,0.3,0.17516732056312026,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0.056338028169014086,1,0,0.020000000000000018,0.012000923147934456,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,0.19718309859154928,1,1,0.020000000000000018,0.03115624278790676,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,1.0,1,0,0.08000000000000002,0.2115162704823448,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,1,0,0.5070422535211268,1,0,0.5,0.2839833833371798,1,0,0,1,0,1,1,0,0,1,0,1,0,0
1,0,0,0,0.5774647887323944,1,0,0.55,0.3625663512577891,0,0,0,1,1,1,1,0,1,1,0,1,0,0
0,0,0,0,0.5915492957746479,1,0,0.010000000000000009,0.09900761597045928,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,1,1,0.47887323943661975,1,1,0.010000000000000009,0.08319870759289177,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,1,1,0.9154929577464789,1,0,0.71,0.6854373413339487,1,0,0,1,1,1,1,1,1,0,1,1,0,0
0,0,1,1,0.33802816901408456,1,1,0.37000000000000005,0.1670897761366259,1,0,0,0,0,0,1,0,0,1,0,0,0,1
0,1,0,0,0.4507042253521127,1,1,0.06,0.09566120470805448,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,1,1,0.9859154929577465,1,0,0.6699999999999999,0.6936302792522502,0,0,0,1,1,1,1,1,1,0,1,0,0,0
0,0,0,0,0.0,1,1,0.51,0.005885068082160166,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,1.0,1,1,0.9000000000000001,0.9214170320793907,1,1,0,0,1,1,1,1,1,1,0,0,0,0
0,0,0,0,0.4084507042253521,1,1,0.37000000000000005,0.18866835910454652,0,0,0,1,0,1,0,0,0,0,1,0,0,1
1,0,1,1,0.18309859154929578,1,0,0.6200000000000001,0.12912531733210247,1,0,0,0,1,0,1,1,1,0,0,1,0,0
0,0,1,1,0.014084507042253521,1,0,0.020000000000000018,0.0018462958689129932,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0.02816901408450704,0,1,0.18,0.010385414262635588,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0.0,1,1,0.77,0.008885298869143781,0,1,0,1,0,0,0,1,1,0,0,0,1,0
1,0,1,1,0.8591549295774649,0,0,0.3,0.34502654050311565,0,0,0,1,1,0,1,1,0,0,1,0,0,0
1,0,1,1,0.7323943661971831,1,1,0.9000000000000001,0.6827832910223863,0,1,0,0,1,1,1,1,1,0,0,0,0,0
1,0,1,1,0.8028169014084507,1,1,0.010000000000000009,0.1315485806600508,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,1,1,0.36619718309859156,1,0,0.48000000000000004,0.21417032079390724,0,0,0,1,1,1,1,0,0,1,0,0,0,1
1,0,0,0,0.02816901408450704,1,1,0.56,0.02538656819755366,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,0,1,1,0.7605633802816901,1,1,0.6699999999999999,0.535310408492961,1,0,0,1,0,1,1,1,1,0,1,0,0,0
0,0,1,0,0.7183098591549296,1,1,0.8800000000000001,0.6310870066928225,0,1,0,1,1,1,1,1,1,0,1,0,1,0
0,0,0,0,0.23943661971830985,1,0,0.51,0.13627971382414034,1,0,0,1,0,1,0,1,0,0,0,0,0,1
1,1,0,0,0.014084507042253521,1,1,0.6599999999999999,0.019386106623586433,1,1,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0.5915492957746479,1,1,0.010000000000000009,0.08781444726517425,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,1,1,0.0,1,0,0.010000000000000009,0.00011539349180706218,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,0.02816901408450704,0,0,0.07,0.0068082160166166635,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,0.7183098591549296,1,0,0.43,0.36360489268405266,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0,0,0,0,0.04225352112676056,1,1,0.55,0.030233094853450264,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,1,0.943661971830986,1,1,0.8700000000000001,0.8256404338795292,0,1,0,1,1,1,0,1,1,0,1,0,0,0
1,0,1,0,0.8309859154929577,0,0,0.42,0.4136856681283176,0,0,0,0,1,1,1,1,1,0,1,1,0,0
1,0,1,0,0.971830985915493,1,1,0.6599999999999999,0.6807062081698592,1,0,0,0,1,1,1,1,1,0,1,0,0,0
0,0,0,0,0.323943661971831,1,1,0.76,0.26586660512347104,1,1,0,0,0,0,0,1,1,0,0,0,1,0
1,0,0,0,0.5633802816901409,1,0,0.020000000000000018,0.09427648280636973,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,1,1,0,0.9577464788732395,1,1,0.9000000000000001,0.8423724901915531,1,1,0,0,1,1,1,1,1,0,1,0,0,0
0,0,1,1,0.943661971830986,1,1,0.010000000000000009,0.14828063697207478,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,1,0,0.9859154929577465,1,1,0.8600000000000001,0.853219478421417,1,1,0,1,0,1,0,1,1,1,0,1,0,0
1,0,0,0,0.647887323943662,1,1,0.47000000000000003,0.33014078006000463,1,0,0,1,0,1,1,0,0,0,1,0,0,1
0,0,1,1,0.8309859154929577,1,0,0.020000000000000018,0.13697207477498272,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,1,0,0.5915492957746479,1,1,0.6599999999999999,0.4063004846526656,0,1,0,1,0,1,1,0,0,1,0,0,0,0
1,0,0,0,0.14084507042253522,1,1,0.39999999999999997,0.0672744057235172,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0.0,1,1,0.020000000000000018,0.00023078698361412436,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0.07042253521126761,1,1,0.72,0.058042926378952225,1,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,1,1,0.9295774647887325,1,1,0.020000000000000018,0.1607431340872375,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0.7323943661971831,0,0,0.36000000000000004,0.34929609969997694,0,0,0,0,0,1,1,1,1,1,0,1,0,0
0,0,1,1,0.36619718309859156,1,1,0.5700000000000001,0.22051696284329567,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0.9014084507042254,1,1,0.9200000000000002,0.8340641587814447,1,1,0,1,0,1,1,1,1,0,1,0,1,0
0,0,0,0,0.02816901408450704,0,1,0.10999999999999999,0.009000692360950843,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,0,1.0,1,1,0.79,0.7905608123701823,1,1,0,0,1,0,0,1,1,0,1,1,0,0
0,0,0,0,0.0,1,1,0.51,0.005885068082160166,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0.18309859154929578,1,0,0.020000000000000018,0.03161781675513501,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,1,1,1.0,1,0,0.020000000000000018,0.15958919916916686,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0.943661971830986,1,1,0.8400000000000001,0.8228709900761597,1,1,0,1,1,1,0,0,1,0,1,0,0,0
1,1,0,0,0.6338028169014085,1,1,0.51,0.37352873297946,1,0,0,0,0,1,1,0,1,1,0,1,0,0
1,0,0,0,0.02816901408450704,1,0,0.020000000000000018,0.005423494114931918,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,1.0,1,1,0.8800000000000001,0.8708746826678975,1,1,0,0,1,1,0,1,1,0,1,0,0,0
0,1,0,0,0.2112676056338028,0,1,0.21000000000000002,0.07627509808446804,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,0,1,1,0.8450704225352113,1,0,0.010000000000000009,0.14920378490653127,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,0,1,1,0.4084507042253521,1,0,0.03,0.07996768982229403,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,1,0,0.2112676056338028,1,0,0.6200000000000001,0.15035771982460192,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0.943661971830986,1,0,0.010000000000000009,0.16420493884144935,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1,0,0,0,0.0,1,0,0.73,0.008423724901915532,0,1,0,0,1,0,1,1,0,0,0,0,1,0
1,0,0,0,0.07042253521126761,1,1,0.32,0.03115624278790676,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0,0.8873239436619719,1,0,0.07,0.1957073621047773,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,0,0,0.1267605633802817,1,1,0.6200000000000001,0.09554581121624742,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,1,0,0.971830985915493,1,0,0.6799999999999999,0.6845141933994923,0,0,0,1,1,1,1,1,1,0,1,1,0,0
0,0,0,0,0.02816901408450704,1,1,0.55,0.024694207246711286,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,1,0.0,1,0,0.36000000000000004,0.004154165705054235,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,0,1,1,0.8591549295774649,1,1,0.52,0.48984537272097856,0,0,0,1,0,1,1,1,0,1,0,0,0,0
0,0,0,0,0.014084507042253521,1,0,0.28,0.00715439649203785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0.49295774647887325,1,0,0.35000000000000003,0.22167089776136628,0,0,0,1,1,0,0,0,0,1,0,0,0,1
0,1,1,0,0.9859154929577465,0,1,0.34,0.43237941380106165,0,0,0,0,1,1,0,1,1,0,0,0,0,0
0,0,1,1,0.28169014084507044,0,1,0.08000000000000002,0.06312024001846296,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0.49295774647887325,1,0,0.010000000000000009,0.06946688206785138,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0.22535211267605634,1,1,0.77,0.1871682437110547,1,1,0,0,0,1,1,0,1,0,0,0,0,0
1,0,1,0,0.33802816901408456,1,1,0.08000000000000002,0.0825063466420494,1,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0.02816901408450704,1,0,0.6599999999999999,0.025040387722132476,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1,0,0,0,0.02816901408450704,1,0,0.6699999999999999,0.029309946918993766,0,1,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,0.6901408450704226,1,0,0.36000000000000004,0.2995615047311332,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0,1,0.295774647887324,0,1,0.31,0.1168936072005539,0,0,0,0,0,1,0,1,1,1,0,1,0,0
0,1,1,0,0.8309859154929577,1,1,0.8600000000000001,0.7294022617124394,1,1,0,0,1,1,0,1,1,1,0,0,1,0
1,0,0,0,0.15492957746478872,1,1,0.31,0.06842834064158783,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,0,0.2112676056338028,1,0,0.54,0.13570274636510501,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0.4084507042253521,1,0,0.010000000000000009,0.07004384952688669,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,0,1,0,0.943661971830986,1,0,0.46,0.4971151627048235,0,0,0,0,1,0,1,1,0,0,1,0,0,0
0,1,0,0,0.9859154929577465,1,0,0.8700000000000001,0.8497576736672051,1,1,0,0,1,0,1,1,1,1,0,0,0,0
1,0,1,1,0.3802816901408451,1,0,0.31,0.16062774059543042,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0.971830985915493,1,1,0.9300000000000002,0.8907223632587122,1,1,0,1,1,1,0,1,1,0,1,0,0,1
1,0,1,1,0.3098591549295775,1,1,0.39000000000000007,0.1458573736441265,0,0,0,1,1,0,1,0,0,1,0,0,0,1
1,0,1,1,0.1267605633802817,1,1,0.37000000000000005,0.06150473113316409,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1,1,1,1,0.3802816901408451,0,1,0.17000000000000004,0.1102007846757443,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,1,0,0,0.323943661971831,1,0,0.52,0.19778444495730443,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,0.04225352112676056,1,1,0.6200000000000001,0.035310408492961,1,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,0,0.971830985915493,1,1,0.9500000000000002,0.8880683129471497,1,1,0,1,1,1,1,1,1,0,1,0,1,0
0,0,0,0,0.36619718309859156,1,1,0.010000000000000009,0.05896607431340872,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,0.7042253521126761,0,0,0.16000000000000003,0.20355411954765754,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,0,0,1,0.7605633802816901,1,0,0.010000000000000009,0.11343180244634203,0,0,1,0,0,0,0,0,0,1,0,0,0,0
